No,Date,Workspace,Portfolio,Password,Login link,Login QR code image,Scale link,Scale QR code image,Social media link,Social media QR code image,Print link,Print QR code image,Email link,Email QR code image,Stand link,Stand QR code image,Report link,Report QR code image
VOCAB10204,2024-09-22 12:08:38,VOCAB,VOCAB10204,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006917845.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90937e2406a6c506160b&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006913632.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90937e2406a6c506160b&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006914351.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90937e2406a6c506160b&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006915052.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90937e2406a6c506160b&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006915754.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90937e2406a6c506160b&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006916459.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90937e2406a6c506160b,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006917155.png
VOCAB10205,2024-09-22 12:08:54,VOCAB,VOCAB10205,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006933634.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee909a081ae0eb638ce089&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006929470.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee909a081ae0eb638ce089&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006930169.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee909a081ae0eb638ce089&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006930873.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee909a081ae0eb638ce089&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006931570.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee909a081ae0eb638ce089&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006932267.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee909a081ae0eb638ce089,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006932956.png
VOCAB10206,2024-09-22 12:09:09,VOCAB,VOCAB10206,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006949278.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee909f7e2406a6c506160c&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006945086.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee909f7e2406a6c506160c&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006945789.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee909f7e2406a6c506160c&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006946495.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee909f7e2406a6c506160c&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006947204.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee909f7e2406a6c506160c&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006947914.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee909f7e2406a6c506160c,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006948588.png
VOCAB10207,2024-09-22 12:09:25,VOCAB,VOCAB10207,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006965075.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90a8081ae0eb638ce08a&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006960889.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90a8081ae0eb638ce08a&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006961593.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90a8081ae0eb638ce08a&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006962290.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90a8081ae0eb638ce08a&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006962976.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90a8081ae0eb638ce08a&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006963685.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90a8081ae0eb638ce08a,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006964382.png
VOCAB10208,2024-09-22 12:09:41,VOCAB,VOCAB10208,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006981216.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90af081ae0eb638ce08b&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006976773.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90af081ae0eb638ce08b&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006977489.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90af081ae0eb638ce08b&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006978214.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90af081ae0eb638ce08b&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006978920.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90af081ae0eb638ce08b&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006979617.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90af081ae0eb638ce08b,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006980548.png
VOCAB10209,2024-09-22 12:09:57,VOCAB,VOCAB10209,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006997029.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90b67e2406a6c506160d&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006992806.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90b67e2406a6c506160d&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006993527.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90b67e2406a6c506160d&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006994238.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90b67e2406a6c506160d&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006994938.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90b67e2406a6c506160d&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006995657.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90b67e2406a6c506160d,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006996343.png
VOCAB10210,2024-09-22 12:10:13,VOCAB,VOCAB10210,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727007012856.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90bc496bd811cadb1abb&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007008671.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90bc496bd811cadb1abb&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007009397.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90bc496bd811cadb1abb&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007010096.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90bc496bd811cadb1abb&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007010790.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90bc496bd811cadb1abb&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007011478.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90bc496bd811cadb1abb,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727007012178.png
VOCAB10211,2024-09-22 12:10:33,VOCAB,VOCAB10211,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727007032403.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90c27e2406a6c506160e&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007028204.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90c27e2406a6c506160e&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007028921.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90c27e2406a6c506160e&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007029615.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90c27e2406a6c506160e&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007030306.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90c27e2406a6c506160e&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007031010.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90c27e2406a6c506160e,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727007031713.png
VOCAB10212,2024-09-22 12:10:48,VOCAB,VOCAB10212,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727007048317.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90c87e2406a6c506160f&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007044112.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90c87e2406a6c506160f&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007044839.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90c87e2406a6c506160f&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007045538.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90c87e2406a6c506160f&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007046245.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90c87e2406a6c506160f&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007046944.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90c87e2406a6c506160f,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727007047634.png
VOCAB10213,2024-09-22 12:11:05,VOCAB,VOCAB10213,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727007064587.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90d07e2406a6c5061610&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007060393.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90d07e2406a6c5061610&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007061094.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90d07e2406a6c5061610&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007061807.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90d07e2406a6c5061610&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007062514.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90d07e2406a6c5061610&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007063212.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90d07e2406a6c5061610,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727007063903.png
VOCAB10214,2024-09-22 12:11:21,VOCAB,VOCAB10214,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727007081016.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90d57e2406a6c5061611&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007076832.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90d57e2406a6c5061611&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007077555.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90d57e2406a6c5061611&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007078254.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90d57e2406a6c5061611&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007078955.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90d57e2406a6c5061611&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007079662.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90d57e2406a6c5061611,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727007080341.png
VOCAB10215,2024-09-22 12:11:37,VOCAB,VOCAB10215,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727007097118.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90dd496bd811cadb1abc&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007092826.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90dd496bd811cadb1abc&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007093536.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90dd496bd811cadb1abc&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007094251.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90dd496bd811cadb1abc&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007094971.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90dd496bd811cadb1abc&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727007095675.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90dd496bd811cadb1abc,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727007096380.png
